ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
490,Barat Daya Is.,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
491,Barbuda,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-AB,1.5000000000000000e+01,,West Indies,,
492,Barotseland,2.0000000000000000e+00,2.6000000000000000e+01,ZAM,ZAM-OO,1.0000000000000000e+01,E,South Tropical Africa,,
493,Barren I.,4.0000000000000000e+00,4.1000000000000000e+01,AND,AND-AN,5.0000000000000000e+00,,India,,
494,Bashkiriya,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
495,Bass Islets,6.0000000000000000e+00,6.1000000000000000e+01,TUB,TUB-OO,9.0000000000000000e+00,E,S.E. Polynesia,Marotiri,
496,Bassas da India,2.0000000000000000e+00,2.9000000000000000e+01,MCI,MCI-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
497,Basse Terre,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,
498,Basutoland,2.0000000000000000e+00,2.7000000000000000e+01,LES,LES-OO,1.2000000000000000e+01,,South Africa,Lesotho,
499,Batan Is.,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
500,Bathurst I.,5.0000000000000000e+00,5.0000000000000000e+01,NTA,NTA-OO,7.0000000000000000e+00,,Australia,,
501,Bawean,4.0000000000000000e+00,4.2000000000000000e+01,JAW,JAW-OO,6.0000000000000000e+00,C,Malay Islands,,
503,Becerro Cays,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,
504,Bechuanaland Protectorate,2.0000000000000000e+00,2.7000000000000000e+01,BOT,BOT-OO,1.0000000000000000e+01,E,South Tropical Africa,Botswana,
505,Bechuanaland, British,2.0000000000000000e+00,2.7000000000000000e+01,CPP,CPP-NC,1.2000000000000000e+01,,South Africa,,
506,Beijing,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,,
507,Belau Is.,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-PA,9.0000000000000000e+00,F,Micronesia,,
508,Belep I.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
509,Belgian Congo,2.0000000000000000e+00,2.3000000000000000e+01,ZAI,ZAI-OO,1.0000000000000000e+01,B,Cameroons and Congo,Zaire,
510,Belgique,1.0000000000000000e+00,1.1000000000000000e+01,BGM,BGM-BE,1.0000000000000000e+00,,Europe,Belgium,
511,Belgorod,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
512,Belitung,4.0000000000000000e+00,4.2000000000000000e+01,SUM,SUM-OO,6.0000000000000000e+00,C,Malay Islands,,
513,Bellona,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
514,Belarus,1.0000000000000000e+00,1.4000000000000000e+01,BLR,BLR-OO,1.0000000000000000e+00,,Europe,,
515,Benin Province, Nigeria,2.0000000000000000e+00,2.2000000000000000e+01,NGA,NGA-OO,1.0000000000000000e+01,A,West Tropical Africa,Bendel Province,
516,Bequia,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-SV,1.5000000000000000e+01,,West Indies,,part of Grenadines of St.Vincent
517,Beveridge Reef,6.0000000000000000e+00,6.0000000000000000e+01,NUE,NUE-OO,9.0000000000000000e+00,D,Samoan Islands,,
518,Bhutan-Sikkim,4.0000000000000000e+00,4.0000000000000000e+01,EHM,,5.0000000000000000e+00,,India,Bhutan and  Sikkim,
519,Biak,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,,
520,Bihar,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-BI,5.0000000000000000e+00,,India,,
521,Bikini,6.0000000000000000e+00,6.2000000000000000e+01,MRS,MRS-OO,9.0000000000000000e+00,F,Micronesia,,part of Ralik I. chain
522,Bimini Is.,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
523,Biobío,8.0000000000000000e+00,8.5000000000000000e+01,CLS,CLC-BI,1.8000000000000000e+01,,Temperate South America,,
524,Bird I.,2.0000000000000000e+00,2.9000000000000000e+01,SEY,SEY-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,[Indian Ocean]
525,Bird I.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-AV,1.5000000000000000e+01,,West Indies,,[West Indies]
526,Bird I.,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,Islas Las Aves,[off Venezuela]
527,Birnie I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,,
528,Bishop and Clerk Is.,9.0000000000000000e+00,9.0000000000000000e+01,MAQ,MAQ-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
529,Bismark Archipelago,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
530,Bjørnøya,1.0000000000000000e+00,1.0000000000000000e+01,SVA,SVA-OO,1.0000000000000000e+00,,Europe,,
531,Blanquilla Is.,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
532,Bohol,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
533,Boigu I.,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-QU,7.0000000000000000e+00,,Australia,,
534,Bombom I.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-PR,1.0000000000000000e+01,B,Cameroons and Congo,,
535,Bone de Joquei,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-PR,1.0000000000000000e+01,B,Cameroons and Congo,Caroco Is.,
536,Bonerate Is.,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
538,Bora-Bora,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,one of Iles sous le Vent
540,Bornholm,1.0000000000000000e+00,1.0000000000000000e+01,DEN,DEN-OO,1.0000000000000000e+00,,Europe,,
541,Borodino Is.,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,Daito Is.,
542,Bosna,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-BH,1.0000000000000000e+00,,Europe,Bosnia,
543,Bounty I.,5.0000000000000000e+00,5.1000000000000000e+01,ATP,ATP-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
544,Bouvet I.,9.0000000000000000e+00,9.0000000000000000e+01,BOU,BOU-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
545,Bozca,3.0000000000000000e+00,3.4000000000000000e+01,TUR,TUR-OO,2.0000000000000000e+00,A,Orient,Bozcaada,
546,Bozcaada,3.0000000000000000e+00,3.4000000000000000e+01,TUR,TUR-OO,2.0000000000000000e+00,A,Orient,,
547,Brazil North,8.0000000000000000e+00,8.4000000000000000e+01,BZN,,1.6000000000000000e+01,,East Tropical South America,,
548,Brazil Northeast,8.0000000000000000e+00,8.4000000000000000e+01,BZE,,1.6000000000000000e+01,,East Tropical South America,,
549,Brazil South,8.0000000000000000e+00,8.4000000000000000e+01,BZS,,1.6000000000000000e+01,,East Tropical South America,,
550,Brazil Southeast,8.0000000000000000e+00,8.4000000000000000e+01,BZL,,1.6000000000000000e+01,,East Tropical South America,,
551,Brazil West-Central,8.0000000000000000e+00,8.4000000000000000e+01,BZC,,1.6000000000000000e+01,,East Tropical South America,,
552,Brazilia Distrito Federal,8.0000000000000000e+00,8.4000000000000000e+01,BZC,BZC-DF,1.6000000000000000e+01,,East Tropical South America,,
553,Bristow I.,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-PN,6.0000000000000000e+00,E,New Guinea,,
555,British Cameroons North,2.0000000000000000e+00,2.2000000000000000e+01,NGA,NGA-OO,1.0000000000000000e+01,A,West Tropical Africa,,
556,British Cameroons South,2.0000000000000000e+00,2.3000000000000000e+01,CMN,CMN-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
557,British Columbia,7.0000000000000000e+00,7.1000000000000000e+01,BRC,BRC-OO,1.3000000000000000e+01,,North America,,
558,British Guiana,8.0000000000000000e+00,8.2000000000000000e+01,GUY,GUY-OO,1.6000000000000000e+01,,East Tropical South America,Guyana,
559,British Honduras,8.0000000000000000e+00,8.0000000000000000e+01,BLZ,BLZ-OO,1.4000000000000000e+01,,Central America,Belize,
560,British Isles,1.0000000000000000e+00,1.0000000000000000e+01,,,1.0000000000000000e+00,,Europe,Great Britain and Ireland,
561,British Somaliland,2.0000000000000000e+00,2.4000000000000000e+01,SOM,SOM-OO,1.0000000000000000e+01,C,North East Tropical Africa,,
562,British Virgin Is.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
563,Brunei Darussalem,4.0000000000000000e+00,4.2000000000000000e+01,BOR,BOR-BR,6.0000000000000000e+00,C,Malay Islands,Brunei,
564,Bryansk,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
565,Buenos Aires,8.0000000000000000e+00,8.5000000000000000e+01,AGE,AGE-BA,1.8000000000000000e+01,,Temperate South America,,
566,Bughotu,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,Santa Isabel,
567,Bugio,2.0000000000000000e+00,2.1000000000000000e+01,MDR,MDR-OO,2.0000000000000000e+00,C,Atlantic Islands,,
568,Buka,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,
569,Bunguran Is.,4.0000000000000000e+00,4.2000000000000000e+01,BOR,BOR-KA,6.0000000000000000e+00,C,Malay Islands,,
570,Bunguran Selatan Is.,4.0000000000000000e+00,4.2000000000000000e+01,BOR,BOR-KA,6.0000000000000000e+00,C,Malay Islands,,
571,Burkina Faso,2.0000000000000000e+00,2.2000000000000000e+01,BKN,BKN-OO,1.0000000000000000e+01,A,West Tropical Africa,Burkina,
572,Buru,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
573,Buryatiya,3.0000000000000000e+00,3.0000000000000000e+01,BRY,BRY-OO,3.0000000000000000e+00,,Northern Asia,,
574,Buryatskaya A.S.S.R.,3.0000000000000000e+00,3.0000000000000000e+01,BRY,BRY-OO,3.0000000000000000e+00,,Northern Asia,Buryatiya,
575,Byelorussiya,1.0000000000000000e+00,1.4000000000000000e+01,BLR,BLR-OO,1.0000000000000000e+00,,Europe,,
576,Cabinda,2.0000000000000000e+00,2.3000000000000000e+01,CAB,CAB-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
577,Cabo Verde, Ilhas do,2.0000000000000000e+00,2.1000000000000000e+01,CVI,CVI-OO,1.0000000000000000e+01,A,West Tropical Africa,Cape Verde,
578,Cabras Is.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-ST,1.0000000000000000e+01,B,Cameroons and Congo,,
579,Cabrera,1.0000000000000000e+00,1.2000000000000000e+01,BAL,BAL-OO,1.0000000000000000e+00,,Europe,,
580,Cagayan Is.,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
581,Caicos Is.,8.0000000000000000e+00,8.1000000000000000e+01,TCI,TCI-OO,1.5000000000000000e+01,,West Indies,,
582,Cajones Cays,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,
583,Calamian Is.,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
584,California,7.0000000000000000e+00,7.6000000000000000e+01,CAL,CAL-OO,1.3000000000000000e+01,,North America,,
585,Cambodge,4.0000000000000000e+00,4.1000000000000000e+01,CBD,CBD-OO,6.0000000000000000e+00,B,Indo-China,,
586,Cameroon,2.0000000000000000e+00,2.3000000000000000e+01,CMN,CMN-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
587,Cameroun,2.0000000000000000e+00,2.3000000000000000e+01,CMN,CMN-OO,1.0000000000000000e+01,B,Cameroons and Congo,Cameroon,
588,Campbell I.,5.0000000000000000e+00,5.1000000000000000e+01,ATP,ATP-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
589,Campeche,7.0000000000000000e+00,7.9000000000000000e+01,MXT,MXT-CA,1.4000000000000000e+01,,Central America,,
590,Canada,7.0000000000000000e+00,,,,1.3000000000000000e+01,,North America,Regions 70 Subarctic America, 71 Western Canada and 72 Eastern Canada,excluding St.Pierre-Miquelon
591,Canary Is.,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,I. Province of Spain
592,Canouan,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-SV,1.5000000000000000e+01,,West Indies,,part of Grenadines of St.Vincent
593,Canton,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-GD,4.0000000000000000e+00,,Eastern Asia,Guangzhou,
594,Canton I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,Kanton I.,
595,Cape Province,2.0000000000000000e+00,2.7000000000000000e+01,CPP,,1.2000000000000000e+01,,South Africa,,
596,Cape Verde,2.0000000000000000e+00,2.1000000000000000e+01,CVI,CVI-OO,1.0000000000000000e+01,A,West Tropical Africa,,
597,Caprivi Strip,2.0000000000000000e+00,2.7000000000000000e+01,CPV,CPV-OO,1.2000000000000000e+01,,South Africa,,
598,Caratasca Cays,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,
599,Cargados Carajos,2.0000000000000000e+00,2.9000000000000000e+01,MAU,MAU-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
600,Caroco Is.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-PR,1.0000000000000000e+01,B,Cameroons and Congo,,
601,Caroline I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,[Central Pacific]
602,Caroline Is.,6.0000000000000000e+00,6.2000000000000000e+01,CRL,,9.0000000000000000e+00,F,Micronesia,,part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)
603,Carpathos,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,Karpathos,
604,Carriacao,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-GR,1.5000000000000000e+01,,West Indies,,one of Grenadines of Grenada
605,Cartier Is.,5.0000000000000000e+00,5.0000000000000000e+01,WAU,WAU-AC,7.0000000000000000e+00,,Australia,,
606,Cat I.,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
607,Catamarca,8.0000000000000000e+00,8.5000000000000000e+01,AGW,AGW-CA,1.8000000000000000e+01,,Temperate South America,,
608,Cato,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-CS,7.0000000000000000e+00,,Australia,,
609,Caucasus,3.0000000000000000e+00,3.3000000000000000e+01,,,2.0000000000000000e+00,A,Orient,Region 33 Caucasus,
610,Caucasus, North,3.0000000000000000e+00,3.3000000000000000e+01,NCS,,2.0000000000000000e+00,A,Orient,,
611,Cay Sal Bank,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
612,Cayenne,8.0000000000000000e+00,8.2000000000000000e+01,FRG,FRG-OO,1.6000000000000000e+01,,East Tropical South America,,
613,Cayman Brac,8.0000000000000000e+00,8.1000000000000000e+01,CAY,CAY-OO,1.5000000000000000e+01,,West Indies,,
614,Cayman Is.,8.0000000000000000e+00,8.1000000000000000e+01,CAY,CAY-OO,1.5000000000000000e+01,,West Indies,,U.K. Dependent Territory
615,Ceará,8.0000000000000000e+00,8.4000000000000000e+01,BZE,BZE-CE,1.6000000000000000e+01,,East Tropical South America,,
616,Cebu,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
617,Cedros I.,7.0000000000000000e+00,7.9000000000000000e+01,MXN,MXN-BC,1.4000000000000000e+01,,Central America,,
618,Celebes,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,Sulawesi,
619,Central African Empire,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,Central African Republic,
620,Central African Republic,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
621,Central American Pacific Is.,8.0000000000000000e+00,8.0000000000000000e+01,CPI,,,,,,split between areas 14 Central America and 17 West Tropical South America of Kew system
622,Cephalonia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,Kefallinia,
623,Ceram,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,Seram,
624,Ceuta,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-SP,2.0000000000000000e+00,B,North Africa,,
625,Ceylon,4.0000000000000000e+00,4.0000000000000000e+01,SRL,SRL-OO,5.0000000000000000e+00,,India,Sri Lanka,
626,Chaco,8.0000000000000000e+00,8.5000000000000000e+01,AGE,AGE-CH,1.8000000000000000e+01,,Temperate South America,,
627,Chad,2.0000000000000000e+00,2.4000000000000000e+01,CHA,CHA-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
628,Chagos Archipelago,4.0000000000000000e+00,4.0000000000000000e+01,CGS,CGS-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
629,Chandigarh,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-CH,5.0000000000000000e+00,,India,,
630,Channel Is.,1.0000000000000000e+00,1.2000000000000000e+01,FRA,FRA-CI,1.0000000000000000e+00,,Europe,,British Crown Dependencies
631,Channel Is.,7.0000000000000000e+00,7.6000000000000000e+01,CAL,CAL-OO,1.3000000000000000e+01,,North America,,[off California]
632,Charcot I.,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of British Antactic Territory
633,Chari,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
634,Chatham Is.,5.0000000000000000e+00,5.1000000000000000e+01,CTM,CTM-OO,8.0000000000000000e+00,,New Zealand,,
635,Checheno-Ingushetiya,3.0000000000000000e+00,3.3000000000000000e+01,NCS,,2.0000000000000000e+00,A,Orient,See Chechnya and Ingushetiya,
636,Cheju Do,3.0000000000000000e+00,3.8000000000000000e+01,KOR,KOR-SK,4.0000000000000000e+00,,Eastern Asia,,
637,Chekiang,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-ZJ,4.0000000000000000e+00,,Eastern Asia,Zhejiang,
638,Chelyabinsk,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
639,Cherry I.,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
640,Chesterfield Is.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
641,Chiapas,7.0000000000000000e+00,7.9000000000000000e+01,MXT,MXT-CI,1.4000000000000000e+01,,Central America,,
642,Chichijima,3.0000000000000000e+00,3.8000000000000000e+01,OGA,OGA-OO,4.0000000000000000e+00,,Eastern Asia,,
643,Chihuahua,7.0000000000000000e+00,7.9000000000000000e+01,MXE,MXE-CU,1.4000000000000000e+01,,Central America,,
644,Chilcott I.,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-CS,7.0000000000000000e+00,,Australia,,one of Coringa Is.
645,Chile North,8.0000000000000000e+00,8.5000000000000000e+01,CLN,,1.8000000000000000e+01,,Temperate South America,,
646,Chile South,8.0000000000000000e+00,8.5000000000000000e+01,CLS,,1.8000000000000000e+01,,Temperate South America,,
647,China,3.0000000000000000e+00,3.6000000000000000e+01,,,4.0000000000000000e+00,,Eastern Asia,Region 36 China,
648,China North-central,3.0000000000000000e+00,3.6000000000000000e+01,CHN,,4.0000000000000000e+00,,Eastern Asia,,
649,China South-central,3.0000000000000000e+00,3.6000000000000000e+01,CHC,,4.0000000000000000e+00,,Eastern Asia,,
650,China South-east,3.0000000000000000e+00,3.6000000000000000e+01,CHS,,4.0000000000000000e+00,,Eastern Asia,,
651,Chios,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,Khios,
652,Chita,3.0000000000000000e+00,3.0000000000000000e+01,CTA,CTA-OO,3.0000000000000000e+00,,Northern Asia,,
653,Chitinskaya Oblast,3.0000000000000000e+00,3.0000000000000000e+01,CTA,CTA-OO,3.0000000000000000e+00,,Northern Asia,Chita,
654,Chitral,4.0000000000000000e+00,4.0000000000000000e+01,PAK,PAK-OO,5.0000000000000000e+00,,India,,
655,Chittagong,4.0000000000000000e+00,4.0000000000000000e+01,BAN,BAN-OO,5.0000000000000000e+00,,India,,
656,Choiseul,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
657,Chongqing,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-SC,4.0000000000000000e+00,,Eastern Asia,,
658,Christmas I.,4.0000000000000000e+00,4.2000000000000000e+01,XMS,XMS-OO,6.0000000000000000e+00,C,Malay Islands,,[Indian Ocean] External Territory of Australia
659,Christmas I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,[Pacific Ocean]
660,Chubut,8.0000000000000000e+00,8.5000000000000000e+01,AGS,AGS-CB,1.8000000000000000e+01,,Temperate South America,,
661,Chukota,3.0000000000000000e+00,3.1000000000000000e+01,MAG,MAG-OO,3.0000000000000000e+00,,Northern Asia,,
662,Chungking,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-SC,4.0000000000000000e+00,,Eastern Asia,Chongqing,
663,Chuvashiya,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
664,Ciskei,2.0000000000000000e+00,2.7000000000000000e+01,CPP,CPP-EC,1.2000000000000000e+01,,South Africa,,
665,Città del Vaticano,1.0000000000000000e+00,1.3000000000000000e+01,ITA,ITA-VC,1.0000000000000000e+00,,Europe,Vatican City,
666,Clarence I.,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,one of South Shetland Is., a part of British Antarctic Territory
